fname,structure,h_min,w_min,h_max,w_max
721.png,nasal bone,111,218,124,263
721.png,palate,154,187,213,292
721.png,midbrain,240,378,336,447
721.png,thalami,164,343,243,437
722.png,IT,314,319,329,376
722.png,CM,336,289,356,382
722.png,nasal skin,163,251,172,281
722.png,nasal bone,173,255,183,290
722.png,NT,353,76,380,331
722.png,nasal tip,157,227,166,258
722.png,midbrain,265,352,331,397
722.png,palate,199,220,247,309
722.png,thalami,206,327,262,390
723.png,NT,379,17,418,342
723.png,CM,347,293,367,374
723.png,nasal bone,142,196,154,250
723.png,IT,318,287,342,359
723.png,palate,177,156,228,268
723.png,thalami,194,307,253,384
723.png,midbrain,254,339,338,401
724.png,IT,287,245,328,315
724.png,CM,320,259,345,350
724.png,nasal tip,68,384,79,408
724.png,nasal bone,81,351,97,386
724.png,NT,354,310,378,520
724.png,nasal skin,72,358,82,384
724.png,thalami,161,194,233,289
724.png,palate,112,344,182,436
724.png,midbrain,233,195,324,261
1030.png,IT,220,180,237,238
1030.png,CM,242,169,264,257
1030.png,NT,272,203,290,415
1030.png,midbrain,180,151,241,197
1030.png,palate,111,255,156,328
1030.png,thalami,131,156,177,217
1031.png,NT,357,279,398,451
1031.png,IT,296,287,319,346
1031.png,nasal skin,93,408,104,431
1031.png,nasal tip,91,422,101,452
1031.png,CM,329,253,354,376
1031.png,nasal bone,103,380,116,435
1031.png,thalami,170,250,235,333
1031.png,palate,136,376,195,486
1031.png,midbrain,238,252,313,311
1032.png,nasal skin,115,244,122,266
1032.png,nasal tip,112,228,119,254
1032.png,IT,254,314,278,393
1032.png,nasal bone,121,247,129,275
1032.png,NT,315,165,334,360
1032.png,CM,282,309,301,366
1032.png,thalami,154,322,213,404
1032.png,palate,146,203,202,302
1032.png,midbrain,211,367,276,415
616.png,nasal skin,102,373,112,400
616.png,nasal bone,113,358,128,403
616.png,NT,383,239,417,480
616.png,nasal tip,97,393,108,425
616.png,CM,349,244,375,347
616.png,IT,313,228,337,299
616.png,palate,147,338,213,454
616.png,thalami,172,213,248,302
616.png,midbrain,247,192,337,260
725.png,CM,416,331,442,422
725.png,IT,390,334,407,397
725.png,NT,451,376,483,581
725.png,nasal tip,212,478,221,504
725.png,nasal bone,222,453,235,479
725.png,thalami,270,299,334,381
725.png,palate,250,427,307,529
725.png,midbrain,334,274,416,346
726.png,nasal bone,132,424,143,469
726.png,NT,365,313,394,477
726.png,nasal tip,120,455,128,476
726.png,nasal skin,124,439,131,461
726.png,CM,325,284,353,390
726.png,IT,298,304,319,360
726.png,palate,167,402,219,496
726.png,midbrain,241,250,325,316
726.png,thalami,181,272,239,356
727.png,IT,317,273,343,337
727.png,NT,352,234,411,636
727.png,CM,343,286,354,340
727.png,nasal bone,146,381,155,426
727.png,nasal tip,136,412,144,444
727.png,nasal skin,140,394,145,427
727.png,palate,177,364,232,465
727.png,thalami,199,255,262,334
727.png,midbrain,267,250,326,307
728.png,CM,322,275,357,376
728.png,nasal bone,139,172,150,215
728.png,nasal tip,131,155,141,193
728.png,NT,368,1,418,379
728.png,IT,304,271,334,342
728.png,midbrain,240,313,316,387
728.png,palate,180,141,218,241
728.png,thalami,178,288,233,363
729.png,CM,380,365,404,437
729.png,nasal skin,162,336,172,362
729.png,nasal tip,154,302,163,330
729.png,NT,382,113,407,290
729.png,IT,354,394,377,433
729.png,nasal bone,171,331,183,361
729.png,midbrain,307,419,375,469
729.png,palate,192,286,261,361
729.png,thalami,246,403,306,477
730.png,NT,395,115,431,435
730.png,IT,327,369,364,447
730.png,CM,374,336,385,442
730.png,nasal bone,150,283,162,326
730.png,nasal tip,136,259,145,286
730.png,nasal skin,141,280,151,306
730.png,midbrain,275,429,359,492
730.png,thalami,201,397,270,477
730.png,palate,185,235,244,344
101.png,IT,314,293,339,355
101.png,CM,351,283,379,377
101.png,NT,388,287,415,467
101.png,nasal bone,120,427,135,471
101.png,nasal tip,109,461,120,497
101.png,nasal skin,112,446,123,475
101.png,thalami,176,265,250,356
101.png,palate,161,408,210,519
101.png,midbrain,250,247,339,317
1588.png,nasal tip,169,423,176,442
1588.png,CM,373,306,405,376
1588.png,NT,413,308,440,399
1588.png,nasal bone,180,398,189,420
1588.png,IT,345,303,367,360
1588.png,midbrain,295,276,370,322
1588.png,palate,208,373,260,467
1588.png,thalami,236,271,298,344
1033.png,IT,315,215,339,274
1033.png,nasal tip,126,362,137,391
1033.png,nasal skin,130,352,137,377
1033.png,NT,385,291,410,474
1033.png,nasal bone,136,346,150,373
1033.png,CM,345,222,363,288
1033.png,thalami,181,191,251,277
1033.png,palate,167,313,237,412
1033.png,midbrain,254,202,339,249
1034.png,nasal tip,90,163,100,206
1034.png,nasal skin,98,192,106,233
1034.png,CM,363,252,389,414
1034.png,IT,323,288,353,359
1034.png,NT,397,6,422,320
1034.png,nasal bone,107,179,119,236
1034.png,palate,144,135,224,255
1034.png,midbrain,261,338,345,410
1034.png,thalami,190,308,257,385
617.png,NT,430,291,452,448
617.png,IT,362,234,387,306
617.png,CM,394,261,411,319
617.png,palate,233,343,309,455
617.png,thalami,243,215,312,301
617.png,midbrain,309,196,382,257
731.png,nasal tip,138,154,146,181
731.png,nasal bone,147,163,159,209
731.png,NT,343,201,396,374
731.png,CM,317,258,342,341
731.png,IT,289,285,315,340
731.png,palate,177,138,225,244
731.png,midbrain,235,326,314,391
731.png,thalami,165,277,230,359
732.png,nasal skin,179,258,185,283
732.png,nasal tip,170,228,179,256
732.png,nasal bone,186,253,200,287
732.png,IT,351,290,378,350
732.png,CM,381,274,397,349
732.png,NT,397,83,434,267
732.png,palate,215,203,262,289
732.png,thalami,248,327,303,394
732.png,midbrain,309,353,372,398
733.png,nasal tip,133,372,141,400
733.png,CM,346,278,363,331
733.png,IT,315,253,338,314
733.png,NT,386,281,410,436
733.png,nasal bone,145,348,156,388
733.png,midbrain,267,211,343,267
733.png,thalami,203,216,266,297
733.png,palate,175,331,239,418
734.png,nasal tip,88,301,97,333
734.png,NT,352,28,407,411
734.png,nasal bone,104,325,117,371
734.png,CM,335,376,359,474
734.png,IT,299,410,331,493
734.png,nasal skin,94,325,103,355
734.png,palate,138,265,204,381
734.png,midbrain,239,459,330,535
734.png,thalami,168,429,240,524
735.png,NT,365,316,386,432
735.png,CM,321,324,351,429
735.png,IT,295,342,317,402
735.png,midbrain,247,304,312,366
735.png,thalami,197,297,246,371
735.png,palate,149,415,196,494
736.png,CM,328,258,343,326
736.png,IT,300,266,323,321
736.png,NT,351,17,395,289
736.png,nasal skin,136,202,144,230
736.png,nasal tip,132,186,141,210
736.png,nasal bone,143,203,157,241
736.png,midbrain,253,303,323,355
736.png,palate,173,166,230,249
736.png,thalami,195,280,250,347
102.png,nasal bone,99,280,109,317
102.png,NT,337,256,377,376
102.png,IT,272,331,297,394
102.png,CM,298,303,326,414
102.png,nasal tip,88,253,95,282
102.png,nasal skin,90,270,97,296
102.png,thalami,144,350,210,437
102.png,palate,130,216,191,335
102.png,midbrain,211,388,304,453
1035.png,NT,328,177,355,400
1035.png,nasal tip,110,225,118,250
1035.png,nasal bone,123,202,134,228
1035.png,IT,275,133,304,181
1035.png,CM,303,132,322,204
1035.png,nasal skin,115,205,122,227
1035.png,thalami,186,92,238,159
1035.png,palate,143,189,206,276
1035.png,midbrain,239,90,307,143
1589.png,IT,353,343,387,394
1589.png,CM,382,310,408,380
1589.png,nasal bone,150,269,161,299
1589.png,nasal tip,131,241,142,263
1589.png,NT,424,170,447,360
1589.png,nasal skin,139,264,148,286
1589.png,palate,179,213,252,304
1589.png,midbrain,299,377,382,437
1589.png,thalami,228,361,297,446
1036.png,nasal skin,125,292,133,313
1036.png,IT,300,356,332,413
1036.png,CM,335,342,355,406
1036.png,NT,357,160,384,414
1036.png,nasal bone,132,294,142,323
1036.png,nasal tip,119,270,128,293
1036.png,palate,161,251,215,332
1036.png,thalami,190,378,248,449
1036.png,midbrain,253,403,328,460
618.png,NT,386,273,421,530
618.png,IT,315,246,343,328
618.png,nasal bone,119,378,133,442
618.png,nasal tip,105,414,115,451
618.png,nasal skin,109,398,120,428
618.png,CM,353,228,379,345
618.png,midbrain,266,199,346,264
618.png,thalami,172,205,259,312
618.png,palate,164,351,227,461
737.png,NT,370,273,412,636
737.png,IT,302,271,329,330
737.png,CM,335,254,354,365
737.png,nasal skin,119,405,131,436
737.png,nasal tip,114,428,126,462
737.png,nasal bone,129,391,141,435
737.png,thalami,181,248,244,333
737.png,palate,163,377,220,479
737.png,midbrain,244,234,330,293
738.png,nasal skin,134,427,145,460
738.png,nasal bone,143,410,156,474
738.png,NT,370,292,412,628
738.png,IT,303,284,327,345
738.png,CM,329,257,360,361
738.png,palate,175,389,229,496
738.png,thalami,171,264,247,351
738.png,midbrain,246,238,324,307
739.png,NT,317,132,337,277
739.png,CM,288,208,311,289
739.png,IT,261,231,293,286
739.png,nasal bone,84,181,96,206
739.png,nasal tip,69,167,77,183
739.png,nasal skin,73,184,82,205
739.png,thalami,156,244,220,331
739.png,palate,107,135,166,206
739.png,midbrain,219,279,296,330
740.png,nasal skin,65,362,75,388
740.png,nasal bone,74,356,87,388
740.png,nasal tip,59,388,69,411
740.png,CM,291,254,312,353
740.png,IT,259,273,275,326
740.png,NT,323,273,338,423
740.png,thalami,140,234,204,317
740.png,palate,104,348,165,433
740.png,midbrain,203,226,280,284
741.png,CM,331,144,347,211
741.png,IT,298,141,323,192
741.png,nasal skin,158,287,166,304
741.png,nasal tip,155,297,162,323
741.png,nasal bone,165,272,176,299
741.png,NT,367,175,386,324
741.png,thalami,183,122,248,202
741.png,palate,195,247,239,338
741.png,midbrain,245,101,318,159
742.png,nasal skin,104,202,117,246
742.png,nasal bone,108,201,123,258
742.png,nasal tip,96,177,107,219
742.png,IT,290,316,322,395
742.png,CM,319,304,338,348
742.png,NT,348,224,374,416
742.png,thalami,148,321,229,420
742.png,palate,145,161,201,265
742.png,midbrain,223,384,315,457
103.png,NT,380,280,418,606
103.png,nasal bone,99,341,114,380
103.png,CM,343,240,377,368
103.png,IT,317,250,347,319
103.png,nasal skin,86,342,97,379
103.png,nasal tip,78,375,87,405
103.png,thalami,185,206,261,310
103.png,palate,126,341,194,438
103.png,midbrain,260,200,354,270
1037.png,nasal skin,102,268,110,295
1037.png,NT,353,198,388,376
1037.png,nasal tip,92,251,100,269
1037.png,IT,310,324,330,370
1037.png,nasal bone,113,271,125,300
1037.png,CM,332,281,359,371
1037.png,midbrain,260,360,341,422
1037.png,palate,141,226,194,302
1037.png,thalami,196,338,254,424
1590.png,nasal skin,94,223,104,249
1590.png,nasal tip,90,209,99,233
1590.png,nasal bone,106,232,119,262
1590.png,IT,294,293,316,350
1590.png,NT,360,145,393,395
1590.png,CM,328,256,352,367
1590.png,palate,135,177,191,274
1590.png,thalami,173,308,238,388
1590.png,midbrain,238,335,320,396
619.png,NT,326,9,369,323
619.png,nasal tip,107,200,117,226
619.png,CM,318,257,347,349
619.png,IT,290,285,316,353
619.png,nasal bone,120,220,129,253
619.png,nasal skin,110,223,119,248
619.png,midbrain,234,347,316,402
619.png,palate,147,183,211,269
619.png,thalami,174,314,231,394
743.png,nasal skin,180,195,192,217
743.png,nasal tip,177,176,187,204
743.png,nasal bone,187,199,199,232
743.png,IT,338,293,359,350
743.png,CM,362,284,386,386
743.png,NT,407,79,435,308
743.png,palate,220,159,274,254
743.png,midbrain,288,334,359,386
743.png,thalami,224,299,287,375
744.png,nasal bone,120,212,133,249
744.png,CM,320,277,340,396
744.png,nasal skin,111,211,122,238
744.png,nasal tip,109,186,120,220
744.png,IT,287,307,308,363
744.png,NT,342,0,399,400
744.png,thalami,167,316,229,393
744.png,palate,154,169,209,266
744.png,midbrain,233,348,310,412
745.png,CM,325,289,354,387
745.png,IT,295,315,321,363
745.png,nasal tip,87,154,98,197
745.png,nasal bone,97,181,112,226
745.png,NT,363,245,405,432
745.png,midbrain,235,339,331,421
745.png,palate,138,132,194,251
745.png,thalami,155,306,222,406
746.png,IT,314,241,331,301
746.png,CM,343,222,372,328
746.png,nasal bone,133,357,145,402
746.png,nasal tip,124,397,132,427
746.png,NT,387,291,414,524
746.png,nasal skin,124,373,132,400
746.png,midbrain,255,193,338,259
746.png,palate,170,334,230,432
746.png,thalami,187,209,254,294
747.png,nasal skin,108,390,120,427
747.png,nasal tip,104,415,116,464
747.png,nasal bone,121,372,135,426
747.png,CM,350,223,373,358
747.png,IT,315,241,342,321
747.png,NT,388,257,416,496
747.png,palate,159,360,212,467
747.png,midbrain,259,205,344,267
747.png,thalami,186,216,253,312
748.png,IT,252,158,282,221
748.png,CM,285,156,308,245
748.png,nasal skin,76,273,85,293
748.png,nasal tip,71,293,79,314
748.png,nasal bone,85,264,97,289
748.png,NT,317,187,339,365
748.png,thalami,137,120,200,208
748.png,palate,113,247,166,335
748.png,midbrain,203,106,285,172
104.png,NT,393,1,419,207
104.png,CM,348,296,369,370
104.png,IT,313,302,340,374
104.png,nasal bone,126,202,142,250
104.png,nasal tip,111,174,121,213
104.png,nasal skin,115,196,128,231
104.png,midbrain,249,358,343,434
104.png,palate,164,164,221,267
104.png,thalami,177,316,251,409
1038.png,nasal tip,141,476,149,495
1038.png,nasal skin,147,462,155,480
1038.png,CM,346,350,368,428
1038.png,nasal bone,153,448,167,476
1038.png,IT,322,354,345,416
1038.png,NT,376,386,407,567
1038.png,thalami,215,323,270,398
1038.png,palate,181,442,240,524
1038.png,midbrain,272,312,349,371
1039.png,CM,289,394,313,478
1039.png,IT,261,404,280,464
1039.png,thalami,145,409,206,494
1039.png,palate,127,263,195,359
1039.png,midbrain,207,447,280,515
1039.png,nasal bone,109,297,121,329
1039.png,nasal tip,100,287,111,309
1040.png,nasal bone,129,197,142,243
1040.png,nasal tip,121,182,128,204
1040.png,nasal skin,122,196,131,222
1040.png,NT,360,140,395,349
1040.png,CM,327,272,351,368
1040.png,IT,297,295,317,346
1040.png,midbrain,240,327,317,391
1040.png,palate,168,161,216,257
1040.png,thalami,172,292,241,370
620.png,CM,317,288,336,371
620.png,IT,287,303,310,354
620.png,nasal bone,120,419,131,460
620.png,NT,340,263,397,630
620.png,thalami,183,272,238,355
620.png,palate,158,394,200,488
620.png,midbrain,240,259,317,322
749.png,NT,366,233,414,436
749.png,CM,337,243,363,366
749.png,IT,311,260,342,344
749.png,nasal tip,118,427,130,472
749.png,nasal bone,130,396,145,444
749.png,thalami,185,249,247,332
749.png,palate,166,361,219,481
749.png,midbrain,251,232,337,290
750.png,nasal tip,113,442,122,485
750.png,nasal bone,129,409,140,452
750.png,IT,301,287,323,344
750.png,CM,330,272,355,381
750.png,NT,369,329,411,637
750.png,nasal skin,117,412,128,453
750.png,palate,151,388,222,498
750.png,thalami,189,265,243,348
750.png,midbrain,246,254,324,310
751.png,NT,359,307,424,637
751.png,nasal tip,132,457,143,495
751.png,nasal bone,141,424,152,475
751.png,CM,322,266,346,374
751.png,IT,295,301,315,363
751.png,midbrain,235,255,314,317
751.png,palate,174,388,218,500
751.png,thalami,177,285,232,352
752.png,nasal bone,196,340,209,385
752.png,NT,408,270,456,596
752.png,nasal tip,188,375,197,408
752.png,nasal skin,190,349,200,388
752.png,IT,350,236,369,294
752.png,CM,377,229,396,322
752.png,palate,224,326,277,424
752.png,midbrain,302,181,372,248
752.png,thalami,242,200,300,282
753.png,nasal tip,120,206,128,229
753.png,nasal bone,133,225,143,260
753.png,nasal skin,123,221,132,241
753.png,IT,304,298,335,352
753.png,CM,333,279,352,371
753.png,NT,364,157,394,340
753.png,thalami,193,311,253,386
753.png,palate,160,170,211,285
753.png,midbrain,255,341,329,395
754.png,nasal bone,130,328,141,361
754.png,IT,274,248,295,299
754.png,NT,329,285,358,401
754.png,CM,296,236,319,320
754.png,midbrain,233,212,299,256
754.png,palate,159,307,209,404
754.png,thalami,181,216,240,275
1591.png,NT,425,208,457,416
1591.png,nasal bone,213,271,222,300
1591.png,IT,360,333,385,389
1591.png,CM,389,307,414,378
1591.png,nasal tip,201,249,210,275
1591.png,nasal skin,204,262,215,285
1591.png,thalami,252,341,311,422
1591.png,midbrain,314,378,387,438
1591.png,palate,245,233,295,317
1041.png,nasal tip,163,174,171,198
1041.png,nasal skin,166,195,174,219
1041.png,IT,342,270,367,334
1041.png,CM,371,268,392,357
1041.png,nasal bone,172,196,185,231
1041.png,NT,404,127,421,303
1041.png,midbrain,289,324,360,377
1041.png,thalami,229,290,285,365
1041.png,palate,203,152,261,252
1042.png,NT,323,124,357,385
1042.png,nasal tip,115,279,124,305
1042.png,nasal bone,130,300,137,326
1042.png,IT,281,360,308,414
1042.png,CM,307,323,333,412
1042.png,nasal skin,122,298,131,323
1042.png,midbrain,237,405,311,458
1042.png,palate,156,254,212,338
1042.png,thalami,177,372,235,446
621.png,CM,389,337,404,438
621.png,nasal skin,196,443,203,468
621.png,NT,409,405,439,681
621.png,nasal tip,191,465,199,490
621.png,nasal bone,203,433,214,465
621.png,IT,364,352,386,400
621.png,midbrain,321,313,389,373
621.png,thalami,259,319,317,404
621.png,palate,230,413,280,514
755.png,nasal bone,142,405,152,448
755.png,nasal skin,131,414,141,447
755.png,IT,319,284,348,364
755.png,CM,349,259,383,378
755.png,nasal tip,127,440,137,478
755.png,NT,391,270,428,533
755.png,palate,172,389,221,495
755.png,thalami,201,253,258,331
755.png,midbrain,259,245,345,312
756.png,nasal bone,122,431,133,480
756.png,nasal tip,113,468,122,504
756.png,nasal skin,113,449,124,488
756.png,NT,361,259,405,492
756.png,CM,318,265,366,386
756.png,IT,299,293,330,372
756.png,midbrain,236,246,329,317
756.png,thalami,167,281,237,365
756.png,palate,159,403,219,519
757.png,IT,316,306,341,357
757.png,NT,374,328,421,563
757.png,CM,344,285,365,373
757.png,nasal bone,169,415,181,457
757.png,nasal tip,157,445,167,477
757.png,nasal skin,159,438,170,461
757.png,midbrain,265,262,340,324
757.png,palate,201,405,242,494
757.png,thalami,201,277,270,356
758.png,nasal bone,118,357,132,401
758.png,nasal skin,109,377,117,400
758.png,nasal tip,104,395,111,416
758.png,NT,377,269,407,461
758.png,IT,305,252,332,315
758.png,CM,337,242,365,340
758.png,midbrain,249,212,336,272
758.png,palate,152,348,214,444
758.png,thalami,180,216,249,311
759.png,NT,363,236,389,338
759.png,CM,328,287,349,359
759.png,nasal bone,148,185,159,230
759.png,IT,295,296,318,359
759.png,nasal tip,141,162,151,197
759.png,midbrain,235,341,312,407
759.png,thalami,177,300,231,373
759.png,palate,183,157,230,253
760.png,nasal tip,188,361,196,385
760.png,nasal skin,192,344,200,365
760.png,nasal bone,199,337,209,362
760.png,IT,332,251,350,298
760.png,NT,387,261,406,367
760.png,CM,356,236,379,314
760.png,midbrain,288,219,356,263
760.png,thalami,239,224,290,285
760.png,palate,221,316,273,401
105.png,IT,319,255,345,339
105.png,NT,384,277,413,507
105.png,nasal skin,136,387,144,423
105.png,nasal bone,145,365,158,422
105.png,CM,342,214,378,369
105.png,thalami,196,241,260,326
105.png,palate,183,353,235,463
105.png,midbrain,260,217,335,282
1043.png,nasal bone,146,349,155,379
1043.png,nasal tip,136,374,143,398
1043.png,NT,356,240,399,640
1043.png,CM,330,217,350,302
1043.png,IT,297,231,329,287
1043.png,thalami,178,205,243,283
1043.png,palate,178,326,228,410
1043.png,midbrain,243,190,320,243
1592.png,CM,342,259,370,380
1592.png,IT,309,295,333,360
1592.png,nasal bone,118,188,131,241
1592.png,nasal tip,109,175,116,200
1592.png,NT,385,25,427,360
1592.png,thalami,178,313,242,394
1592.png,palate,155,149,214,264
1592.png,midbrain,252,334,338,399
1044.png,NT,371,190,425,392
1044.png,IT,288,353,316,408
1044.png,nasal skin,97,213,108,246
1044.png,nasal bone,109,210,123,258
1044.png,CM,323,296,359,436
1044.png,palate,154,191,208,289
1044.png,thalami,145,333,224,424
1044.png,midbrain,222,381,320,453
83.png,NT,366,267,392,610
83.png,nasal skin,111,390,121,419
83.png,nasal bone,118,377,129,428
83.png,IT,294,252,324,315
83.png,CM,326,230,359,344
83.png,palate,157,353,209,456
83.png,midbrain,239,221,319,283
83.png,thalami,173,237,233,314
761.png,IT,301,238,329,302
761.png,CM,335,260,355,342
761.png,nasal bone,108,339,117,373
761.png,nasal tip,89,368,99,394
761.png,nasal skin,95,349,104,373
761.png,NT,363,281,397,505
761.png,midbrain,246,184,335,261
761.png,palate,133,332,201,424
761.png,thalami,176,191,246,287
762.png,NT,367,37,406,370
762.png,nasal tip,137,212,147,240
762.png,nasal bone,144,232,156,261
762.png,CM,349,308,376,394
762.png,IT,311,309,342,380
762.png,thalami,190,331,256,411
762.png,palate,182,192,237,280
762.png,midbrain,261,369,339,429
763.png,nasal skin,164,177,172,201
763.png,IT,326,249,351,297
763.png,nasal tip,159,161,165,183
763.png,CM,353,216,372,307
763.png,NT,380,41,409,203
763.png,nasal bone,171,176,181,206
763.png,thalami,222,249,284,328
763.png,palate,196,141,247,215
763.png,midbrain,284,288,357,343
764.png,nasal tip,106,269,115,304
764.png,nasal skin,108,296,118,325
764.png,CM,351,330,387,464
764.png,nasal bone,119,301,135,344
764.png,NT,390,153,437,423
764.png,IT,319,396,352,471
764.png,thalami,179,410,253,504
764.png,palate,151,232,223,363
764.png,midbrain,256,447,349,521
765.png,CM,334,310,366,383
765.png,nasal tip,93,189,104,229
765.png,NT,378,0,420,358
765.png,IT,305,324,335,381
765.png,nasal bone,105,221,119,263
765.png,midbrain,244,368,341,448
765.png,palate,145,172,196,271
765.png,thalami,157,326,243,424
766.png,nasal tip,70,274,79,310
766.png,nasal skin,77,297,85,328
766.png,nasal bone,87,294,98,335
766.png,NT,377,73,404,376
766.png,CM,330,330,362,438
766.png,IT,299,362,328,435
766.png,midbrain,241,415,333,489
766.png,palate,117,248,189,346
766.png,thalami,167,389,241,484
106.png,NT,357,19,392,347
106.png,CM,328,276,354,354
106.png,IT,299,299,323,353
106.png,nasal bone,128,194,142,241
106.png,midbrain,242,334,320,398
106.png,palate,169,161,215,251
106.png,thalami,183,306,238,386
1045.png,IT,334,218,369,306
1045.png,CM,374,232,400,309
1045.png,nasal tip,120,401,130,433
1045.png,nasal bone,131,366,143,409
1045.png,NT,411,232,452,652
1045.png,thalami,183,188,263,292
1045.png,palate,168,341,234,455
1045.png,midbrain,266,165,370,240
1046.png,nasal bone,111,181,122,219
1046.png,nasal tip,101,169,111,193
1046.png,NT,379,149,437,376
1046.png,IT,305,268,341,336
1046.png,CM,345,260,368,333
1046.png,midbrain,246,318,343,400
1046.png,thalami,163,284,245,392
1046.png,palate,152,132,205,236
1593.png,NT,370,250,412,371
1593.png,CM,317,201,356,296
1593.png,IT,302,223,325,298
1593.png,nasal bone,156,337,166,378
1593.png,nasal tip,149,361,158,386
1593.png,nasal skin,149,355,157,378
1593.png,palate,190,322,237,413
1593.png,midbrain,252,201,323,250
1593.png,thalami,192,208,251,287
989.png,IT,307,269,335,352
989.png,CM,346,252,368,377
989.png,nasal tip,101,432,113,470
989.png,nasal bone,111,408,125,447
989.png,NT,386,315,426,636
989.png,palate,149,381,213,496
989.png,midbrain,242,235,340,293
989.png,thalami,168,259,237,343
767.png,IT,323,199,346,260
767.png,CM,355,196,375,274
767.png,nasal tip,161,327,171,357
767.png,nasal bone,169,309,181,348
767.png,NT,398,239,418,398
767.png,thalami,208,176,273,251
767.png,palate,203,282,250,393
767.png,midbrain,272,171,349,219
768.png,nasal skin,80,353,86,371
768.png,nasal bone,85,340,93,372
768.png,IT,232,247,259,303
768.png,CM,262,267,278,327
768.png,nasal tip,76,366,83,389
768.png,NT,296,307,330,482
768.png,thalami,124,214,189,301
768.png,palate,114,329,161,410
768.png,midbrain,186,207,262,267
769.png,nasal skin,104,394,115,435
769.png,nasal bone,113,384,125,436
769.png,nasal tip,97,435,109,480
769.png,NT,379,257,427,635
769.png,CM,358,232,387,351
769.png,IT,327,260,361,340
769.png,palate,149,367,216,481
769.png,thalami,184,213,263,301
769.png,midbrain,262,213,357,281
770.png,CM,283,271,314,352
770.png,NT,312,329,349,592
770.png,nasal skin,66,330,79,354
770.png,nasal tip,59,356,69,386
770.png,IT,260,267,286,313
770.png,nasal bone,74,327,90,356
770.png,thalami,155,205,216,278
770.png,palate,95,326,165,409
770.png,midbrain,217,215,290,266
771.png,NT,433,349,472,643
771.png,nasal skin,189,399,196,422
771.png,nasal tip,183,422,191,443
771.png,nasal bone,200,396,209,423
771.png,CM,398,300,428,389
771.png,IT,370,305,397,357
771.png,thalami,263,270,323,351
771.png,midbrain,323,271,397,323
771.png,palate,225,380,283,465
772.png,NT,351,30,416,367
772.png,IT,298,283,317,346
772.png,CM,326,251,353,344
772.png,midbrain,239,316,318,385
772.png,palate,179,151,221,247
772.png,thalami,181,284,237,363
107.png,NT,432,262,449,408
107.png,nasal skin,192,281,201,303
107.png,IT,365,348,394,409
107.png,nasal bone,200,283,213,317
107.png,nasal tip,187,258,197,288
107.png,CM,389,329,416,439
107.png,thalami,256,368,315,453
107.png,palate,227,225,289,339
107.png,midbrain,320,398,395,455
1047.png,IT,203,294,224,341
1047.png,CM,232,272,246,365
1047.png,nasal bone,77,235,87,262
1047.png,nasal tip,68,221,73,240
1047.png,nasal skin,71,238,76,256
1047.png,NT,240,41,276,358
1047.png,midbrain,165,325,229,379
1047.png,thalami,113,298,165,361
1047.png,palate,102,203,149,273
1048.png,CM,338,267,362,362
1048.png,nasal skin,132,411,145,458
1048.png,nasal tip,125,440,134,481
1048.png,nasal bone,147,403,166,449
1048.png,IT,310,275,334,359
1048.png,NT,375,273,415,420
1048.png,palate,170,373,227,496
1048.png,midbrain,248,232,337,299
1048.png,thalami,186,257,246,343
1594.png,CM,375,131,389,220
1594.png,IT,352,152,376,194
1594.png,nasal bone,196,219,207,246
1594.png,nasal tip,183,238,191,263
1594.png,nasal skin,188,223,197,245
1594.png,NT,364,189,414,403
1594.png,midbrain,307,112,375,163
1594.png,palate,215,204,282,284
1594.png,thalami,247,106,306,177
990.png,CM,354,295,383,385
990.png,IT,332,304,353,361
990.png,nasal tip,189,211,197,243
990.png,nasal bone,199,238,208,272
990.png,NT,394,127,432,350
990.png,nasal skin,192,231,200,254
990.png,midbrain,289,341,354,394
990.png,palate,227,195,279,298
990.png,thalami,225,315,281,384
773.png,nasal bone,187,223,198,245
773.png,nasal tip,176,246,185,267
773.png,nasal skin,182,228,190,244
773.png,NT,370,145,394,388
773.png,CM,342,123,367,218
773.png,IT,325,155,343,204
773.png,midbrain,286,126,341,167
773.png,thalami,237,128,286,191
773.png,palate,210,217,255,286
774.png,nasal tip,87,180,99,215
774.png,nasal bone,105,197,119,245
774.png,nasal skin,94,212,107,249
774.png,NT,373,1,414,326
774.png,CM,346,244,364,373
774.png,IT,315,317,346,377
774.png,midbrain,252,355,342,427
774.png,palate,136,139,198,263
774.png,thalami,178,302,255,413
775.png,IT,297,310,322,375
775.png,CM,326,294,356,379
775.png,NT,373,266,392,363
775.png,nasal bone,115,256,128,304
775.png,nasal tip,103,233,111,262
775.png,nasal skin,107,258,114,287
775.png,thalami,184,336,245,413
775.png,palate,141,207,210,309
775.png,midbrain,243,357,318,412
776.png,nasal bone,148,208,159,238
776.png,nasal tip,140,226,149,253
776.png,IT,295,116,320,169
776.png,CM,324,121,335,198
776.png,NT,352,154,366,250
776.png,thalami,192,97,248,159
776.png,palate,175,192,222,277
776.png,midbrain,246,91,310,132
777.png,NT,348,159,380,350
777.png,CM,301,293,328,387
777.png,nasal tip,129,140,137,194
777.png,nasal bone,134,170,147,237
777.png,IT,283,295,306,363
777.png,midbrain,223,339,292,404
777.png,thalami,165,294,225,366
777.png,palate,168,136,215,244
778.png,nasal tip,186,371,195,394
778.png,nasal skin,187,352,194,374
778.png,IT,327,227,345,280
778.png,CM,351,225,374,284
778.png,NT,391,248,425,434
